Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|Q08431|MFGM_HUMAN	11.1383095	10.434753	10.882289	8.951675	10.373625	7.96525	11.272592	10.884499	7.5983076	10.198481	9.342235	8.242348	5.5557156	10.065775	8.117699	7.652003	NaN	NaN	NaN	NaN	NaN
sp|Q08495|DEMA_HUMAN	12.979204	12.662348	14.189317	11.282108	11.18253	13.429964	14.815221	12.566387	12.720252	11.120726	12.63322	11.661852	12.30624	13.310426	12.229016	12.187531	8.557612	7.095317	NaN	9.056011	9.775599
sp|Q09666|AHNK_HUMAN	14.137108	14.071882	15.103436	13.606478	16.520086	15.301234	15.832967	15.026458	14.282202	15.152016	15.48422	15.827041	15.872827	15.187983	14.247365	13.807241	14.823803	15.213958	14.792121	15.582917	15.548218
sp|Q0ZGT2|NEXN_HUMAN	14.59194	15.549023	12.49867	15.236394	13.229298	16.013432	12.172803	12.992172	15.64326	12.9275055	11.234763	13.486264	11.616324	11.278264	15.483303	17.030418	10.929927	12.900183	12.445361	12.13438	10.667845
sp|Q10713|MPPA_HUMAN	10.527672	10.970994	10.311114	11.403437	10.416703	11.4366255	11.352627	10.383968	10.803085	10.991442	10.674148	10.342706	10.123902	11.219953	11.004494	10.408298	10.667558	11.269885	10.929197	10.852336	2.3676322
sp|Q12805|FBLN3_HUMAN	12.460658	8.940369	11.459415	7.486158	10.226331	9.269213	9.254799	11.387812	8.429768	12.182827	11.247094	7.9700174	7.829753	8.025279	8.887952	7.7180142	14.153473	13.871132	14.135737	13.502678	13.938074
sp|Q12849|GRSF1_HUMAN	10.237759	9.737081	9.493978	10.599477	9.587583	10.133656	9.893178	10.594262	10.544448	10.835789	9.905391	10.180383	10.349016	9.958636	10.681307	9.699117	7.081683	11.463333	0.5969483	0.7020744	NaN
sp|Q12906|ILF3_HUMAN	10.518169	7.901735	10.655286	7.1430936	11.347264	10.448362	10.968919	10.764183	9.816071	11.07889	11.07362	10.730531	10.706147	10.234334	8.640691	8.230347	NaN	8.239267	NaN	6.532448	8.5943165
sp|Q12931|TRAP1_HUMAN	15.66194	15.864537	15.674114	16.069351	15.774134	15.300637	15.949445	15.100527	16.177183	15.658171	15.519395	15.5015135	15.438947	15.659355	15.311153	15.864157	18.535322	17.457558	17.499575	17.319626	16.974552
sp|Q12955|ANK3_HUMAN	11.287511	11.353973	11.096329	11.735541	11.05361	11.35568	11.18213	10.498164	11.519914	11.21311	10.489039	10.613315	10.69753	10.669808	10.510006	11.506776	6.1124268	5.3919067	NaN	NaN	NaN
sp|Q13011|ECH1_HUMAN	17.508389	17.422735	16.909595	17.659784	17.54263	18.67223	17.715158	17.537888	17.93538	17.685833	16.909645	17.384527	17.887753	17.257233	17.609785	18.307234	18.70929	18.810822	18.477858	18.829082	19.194153
sp|Q13045|FLII_HUMAN	9.471752	9.897678	9.561235	9.250209	7.896273	5.3480296	9.720698	7.388047	9.633088	8.960407	8.248049	6.7877045	6.9018216	8.955008	4.953189	10.16951	10.1668215	7.873222	8.340859	8.524433	NaN
sp|Q13098|CSN1_HUMAN	12.382752	10.986408	12.745505	11.252318	13.142076	11.196304	12.569928	12.874826	10.9305725	12.397028	13.121568	12.374667	13.502503	12.641378	11.863153	11.737821	NaN	10.82401	12.362095	11.120847	NaN
sp|Q13151|ROA0_HUMAN	9.945595	8.478451	9.524358	9.17289	10.308955	10.218231	9.137155	9.759624	8.768936	10.091305	9.781696	9.670099	8.741568	7.958727	9.9559765	9.592134	NaN	NaN	7.551511	7.0503855	NaN
sp|Q13177|PAK2_HUMAN	10.732607	10.569305	10.453023	10.716468	11.168972	10.889	10.516562	10.304475	10.76876	10.76082	10.120696	10.684741	10.050314	10.46344	10.126891	11.847631	6.5746365	9.160784	5.6217546	4.9318433	NaN
sp|Q13200|PSMD2_HUMAN	11.606217	11.912326	11.954611	10.736177	10.743204	11.742266	12.57137	11.459671	11.278714	11.081623	11.418699	11.383991	11.5915785	11.90731	12.356706	12.312837	7.2015305	8.784004	9.740982	9.881777	11.975965
sp|Q13228|SBP1_HUMAN	11.478067	11.520313	12.561934	10.637557	12.280679	12.1632185	11.751971	12.65906	12.795839	11.787172	12.533654	12.970351	13.595216	11.77195	12.2079525	12.295567	9.213566	8.468263	11.4945755	13.950066	NaN
sp|Q13263|TIF1B_HUMAN	10.148055	10.533331	9.872668	10.94198	11.693122	11.29806	10.062604	10.563166	11.2684355	10.776825	10.689677	10.903335	10.3823395	9.430414	10.363084	12.178233	NaN	12.762575	9.531018	11.039218	6.763973
sp|Q13310|PABP4_HUMAN	9.4471655	9.825895	9.686062	9.826237	9.998863	10.213338	9.947318	9.878542	9.55011	9.478893	9.442102	9.897302	10.200319	9.952221	9.882435	10.060086	NaN	NaN	10.316049	7.1700153	6.444232
sp|Q13326|SGCG_HUMAN	13.6198845	14.124709	13.83053	14.100896	12.137458	11.302851	13.792652	12.648205	13.220324	12.689337	13.379433	12.35202	13.107117	13.610371	12.10667	12.376319	13.694417	12.623031	11.466436	12.989932	11.742501
sp|Q13347|EIF3I_HUMAN	9.770286	9.9170885	10.723415	9.700566	11.31043	11.357602	10.878816	10.130862	9.537732	10.312937	9.9103985	10.717752	10.243814	9.754093	9.681159	10.461357	8.562904	10.313661	11.735068	11.423424	NaN
sp|Q13361|MFAP5_HUMAN	9.883638	11.140964	8.470493	10.943096	11.836545	10.195571	8.73908	9.439976	10.602705	9.087851	9.764408	10.22215	8.952786	9.03703	10.053846	9.41621	11.503259	12.584543	13.753524	13.29334	11.945458
sp|Q13404|UB2V1_HUMAN	8.291494	8.691988	8.241756	9.9168825	9.073497	9.481024	8.492583	9.322898	9.452086	9.085121	9.016462	9.712973	9.372436	8.777395	9.577449	10.480185	11.369615	11.695748	11.8488655	11.643283	NaN
sp|Q13409|DC1I2_HUMAN	NaN	NaN	4.383897	5.573671	7.89794	6.865772	7.26129	8.149404	-1.9898912	7.0786047	8.210769	7.802169	8.3251	7.9656467	6.5815516	NaN	10.387368	12.217795	12.643553	12.3550415	10.045097
sp|Q13418|ILK_HUMAN	12.058857	12.514481	12.369416	12.696204	11.890398	11.799541	12.259377	11.884145	12.746962	11.947889	12.388385	12.098855	12.055672	12.064457	12.01099	12.089176	11.733689	11.40613	11.473574	11.807949	9.790533
sp|Q13423|NNTM_HUMAN	17.230406	17.65748	17.25782	17.96329	16.857779	16.908176	17.466646	17.237324	17.124073	17.154524	16.812551	16.943806	17.440166	17.364304	17.013752	16.92673	15.164237	14.199757	13.429029	12.175913	16.485222
sp|Q13424|SNTA1_HUMAN	14.099249	14.291713	14.138722	14.253623	14.154603	14.828157	14.108431	13.738083	14.621044	13.783888	14.00091	13.714711	13.825563	13.673523	13.368461	14.149477	13.558853	12.342371	12.750561	12.959244	11.451565
sp|Q13425|SNTB2_HUMAN	11.7431555	12.604843	12.170354	12.369392	11.792747	11.96145	11.945758	11.738839	12.420966	12.939362	12.970254	12.1534	12.958249	13.906061	11.536907	11.4779005	10.107114	NaN	NaN	NaN	NaN
sp|Q13442|HAP28_HUMAN	10.730741	10.446888	11.163045	10.809322	12.092468	11.76459	10.398624	11.165502	11.52104	11.653999	10.654959	11.838216	10.971432	10.29345	12.132636	10.120889	NaN	NaN	NaN	NaN	5.891614
sp|Q13505|MTX1_HUMAN	12.054322	12.552158	12.909015	13.097269	6.822048	13.265342	10.636435	12.410384	13.536852	13.172657	12.919643	12.548906	12.793602	13.013581	13.793329	14.7552595	10.040013	9.87727	8.811818	NaN	13.661014
sp|Q13510|ASAH1_HUMAN	12.670588	11.322384	12.757734	12.674679	13.126444	13.838372	12.877779	12.801875	14.010444	14.169247	12.01427	13.1036215	12.428926	11.70088	12.317448	12.723315	13.702268	13.777	13.117816	13.23674	15.16344
sp|Q13554|KCC2B_HUMAN	11.435045	10.739646	11.415701	10.925276	10.51142	10.620968	11.347462	10.3762	10.631002	11.118771	10.614537	9.813801	10.153311	11.166755	9.669741	8.535296	5.639426	9.858224	9.723407	8.66276	NaN
sp|Q13557|KCC2D_HUMAN	13.252669	12.613122	12.402641	12.912863	11.755435	11.924251	12.761846	12.349049	12.468023	13.10853	12.657341	11.277766	12.498503	12.867844	11.751092	10.804643	14.386035	15.054362	14.984223	14.205724	14.20475
sp|Q13561|DCTN2_HUMAN	12.820916	12.882155	13.021666	13.033807	14.275389	14.40676	13.204869	13.305715	13.460229	13.324089	12.845888	13.83437	13.184833	12.858066	13.797922	14.077088	13.274785	13.70267	14.465286	14.335986	15.361264
sp|Q13596|SNX1_HUMAN	9.011013	8.789454	9.130187	9.349315	10.136624	8.738444	8.628403	9.137199	9.349662	9.335468	9.259788	9.733393	8.941932	8.7105465	9.419282	9.777062	NaN	NaN	1.7957435	NaN	11.661686
sp|Q13642|FHL1_HUMAN	16.967363	17.445082	17.541872	16.494036	17.683449	17.149786	17.51288	16.849628	14.802101	17.323591	17.382847	16.651009	16.410656	17.59722	16.836962	14.488607	17.631727	18.94109	17.739464	17.087042	17.928888
sp|Q13683|ITA7_HUMAN	14.124602	13.149619	13.972446	12.401343	13.718308	12.915241	14.519928	13.053509	11.676355	12.707977	12.950995	12.574658	12.915465	13.514951	12.412135	12.595848	11.603362	11.880218	12.082497	12.639388	12.24968
sp|Q13796|SHRM2_HUMAN	13.296417	13.526915	13.301034	13.93696	13.734337	14.380315	13.576157	13.621009	13.852517	13.213961	13.631336	14.063504	13.97144	13.575906	14.360057	14.429866	12.427364	13.543866	13.236916	12.666149	9.641388
sp|Q13813|SPTN1_HUMAN	16.201225	15.882828	16.142363	16.16894	16.264141	15.754866	16.378513	16.58355	15.702308	16.150604	16.316864	16.278597	16.671242	16.03109	15.567448	16.303621	14.925392	13.649021	14.348415	14.561101	15.636218
sp|Q13825|AUHM_HUMAN	13.690803	14.235086	13.353155	14.661504	13.6106415	14.491167	14.236451	13.739336	14.130251	14.133501	13.16567	13.811924	13.63725	13.585427	14.182484	14.60833	13.004258	12.5619335	13.559813	12.120336	13.16489
sp|Q13835|PKP1_HUMAN	NaN	NaN	-0.585355	NaN	NaN	NaN	4.9589834	-0.15450066	NaN	NaN	NaN	10.4711075	2.3670924	0.7649528	NaN	NaN	NaN	NaN	NaN	NaN	8.834757
sp|Q13838|DX39B_HUMAN	11.366934	11.713418	11.4129	11.840924	11.313829	11.084721	11.32444	10.760063	11.550534	11.494907	11.607954	11.3430605	11.167008	11.310823	11.150925	11.46	NaN	3.904392	8.0787945	3.2588494	NaN
sp|Q13885|TBB2A_HUMAN : sp|Q9BVA1|TBB2B_HUMAN	12.061895	10.652452	10.611508	10.986381	9.867183	8.1436405	10.265323	11.091705	11.177259	9.532877	10.802845	10.095067	10.78064	9.914494	10.815022	9.687845	NaN	NaN	0.67064625	NaN	NaN
sp|Q13976|KGP1_HUMAN	12.448634	13.127317	12.234668	13.606517	12.797748	13.547626	12.910283	12.651673	12.960702	12.7861595	12.339783	13.488238	12.78981	12.552331	13.575323	13.972701	11.240762	12.121864	11.737626	11.5738735	9.948559
sp|Q14103|HNRPD_HUMAN	9.732559	9.6888275	10.712627	8.15287	11.009817	12.277666	10.673011	11.776099	9.5234585	10.79092	11.056477	11.8397665	12.204755	11.396123	9.546386	10.302522	14.6128	13.799205	14.311525	14.724788	11.878775
sp|Q14112|NID2_HUMAN	15.473577	16.173344	15.603427	16.093475	14.858877	15.744118	15.849946	15.317256	15.737722	15.13978	15.317023	14.895413	15.511483	15.387314	14.838167	14.925951	9.581377	12.582403	12.675009	10.89576	14.632144
sp|Q14118|DAG1_HUMAN	12.593036	13.163262	12.5979185	13.474054	13.641163	14.893946	12.76737	12.998341	13.521044	12.837566	12.961995	13.272899	13.261357	12.44766	13.281329	14.347506	12.812839	13.214645	12.999361	13.355025	13.884276
sp|Q14123|PDE1C_HUMAN	10.694939	10.792505	10.616032	10.94766	10.003523	8.529418	9.477226	9.561482	10.149646	10.249361	10.050647	9.462878	10.075029	10.281924	8.706179	10.408108	NaN	9.675004	9.333178	9.297822	10.020449
sp|Q14126|DSG2_HUMAN	13.04494	12.575367	12.410694	12.774416	12.419694	12.661628	12.702337	12.699107	12.161771	13.047409	12.0683365	12.557894	12.782	12.236393	12.060156	11.05522	6.0819464	5.49665	8.716839	-0.22068167	14.614313
sp|Q14152|EIF3A_HUMAN	8.422138	8.295123	8.6995325	7.7359805	8.801908	8.592765	8.782428	8.121679	8.807275	7.941626	8.404443	8.18605	7.9517937	7.8677454	6.731227	8.683336	NaN	NaN	NaN	NaN	NaN
sp|Q14165|MLEC_HUMAN	10.897835	9.694739	10.713031	9.23487	7.760438	9.061743	10.08766	10.538294	9.512608	9.618277	10.272123	9.29912	10.339653	10.530525	8.860534	6.817879	NaN	NaN	NaN	NaN	NaN
sp|Q14168|MPP2_HUMAN	10.010095	9.932927	8.795962	10.705077	10.60361	10.170484	9.265424	9.693872	10.180937	9.817965	10.156092	10.561479	9.365893	9.628552	10.574178	10.643425	NaN	NaN	NaN	NaN	8.760331
sp|Q14192|FHL2_HUMAN	16.697987	17.177376	17.028725	16.903316	17.511707	19.19371	17.536806	17.380657	17.09905	17.560257	17.367365	17.274584	17.6083	17.58586	16.979292	17.367735	17.675705	18.18283	17.77777	17.161026	18.979118
sp|Q14195|DPYL3_HUMAN	13.389675	13.080514	13.467318	12.812885	14.070419	12.744565	13.806952	13.261415	14.002221	13.360973	13.601001	12.749153	14.029123	13.196934	12.564573	11.749529	9.929495	7.975535	NaN	NaN	14.907372
sp|Q14203|DCTN1_HUMAN	10.6262	10.917282	11.757519	10.907462	12.385078	11.219551	11.649803	11.563157	10.1561365	11.657585	11.254747	11.348698	11.102269	11.126527	10.27552	10.649177	10.3419075	12.393471	14.061619	12.667573	12.772604
sp|Q14204|DYHC1_HUMAN	12.836318	12.801142	12.989978	13.020147	12.426013	11.919959	13.143389	12.594704	13.561094	12.800518	13.156818	12.94099	13.24934	12.867304	13.657219	11.541753	15.563418	15.008921	14.133478	16.05248	15.600037
sp|Q14240|IF4A2_HUMAN	12.570302	12.107139	12.689785	12.010075	12.552519	11.506317	12.427395	11.984663	12.398199	12.709711	12.434783	12.228256	12.374	12.279177	11.946236	12.544222	11.074203	10.048721	8.695623	11.605607	10.69976
sp|Q14247|SRC8_HUMAN	11.472354	11.879277	11.268723	12.245001	11.966381	12.141325	10.2740345	11.832428	11.590635	11.568192	10.988049	11.5116	10.97098	10.600398	11.991482	12.020083	10.397934	10.001906	8.585958	10.442298	12.669544
sp|Q14254|FLOT2_HUMAN	11.502675	10.713872	11.542459	10.727771	11.197691	9.9242735	11.62698	10.54889	10.102801	11.232294	11.659078	10.357454	10.190832	11.23572	8.04198	10.612787	9.7265415	NaN	5.4070835	NaN	3.6229212
sp|Q14315|FLNC_HUMAN	17.384758	17.63204	17.545317	17.835936	16.795027	16.801283	17.592888	16.10569	17.484426	17.259268	16.623148	16.477406	16.541	17.015701	16.841084	16.050701	18.576118	19.033192	18.617477	18.004753	18.240265
sp|Q14344|GNA13_HUMAN	12.777066	12.851855	12.432616	12.509628	11.2004595	9.1769085	12.564296	11.529877	12.325508	11.813541	12.135689	11.482875	12.183209	12.597334	11.335076	10.871183	13.32751	11.408637	11.929679	12.818917	13.919503
sp|Q14432|PDE3A_HUMAN	10.633157	9.813609	10.70902	9.644572	10.038895	8.704903	11.759146	10.65316	11.074365	9.215452	11.661232	10.075263	11.99399	10.822663	9.201776	10.179665	9.030991	NaN	9.590943	NaN	11.616598
sp|Q14571|ITPR2_HUMAN	14.345917	14.071994	16.07244	13.840903	13.710608	13.405583	17.05463	14.9071665	14.827165	12.679356	14.779693	14.279437	15.598176	15.365736	15.111616	13.480451	13.241199	12.552186	11.74298	12.017421	11.259102
sp|Q14624|ITIH4_HUMAN	10.303492	9.713424	11.03677	10.390522	12.363559	9.235598	10.068012	11.404041	11.221626	9.810837	11.887328	10.437759	11.217078	10.176845	10.721083	11.1689825	10.324604	9.3949375	10.564777	11.380055	NaN
sp|Q14697|GANAB_HUMAN	13.369372	13.476426	12.944319	13.315817	12.385064	11.57337	12.866609	11.890178	13.213223	12.731184	12.823903	12.361349	12.106617	12.557057	12.52018	13.004363	14.9421215	14.846855	14.048356	14.012022	9.689685
sp|Q14767|LTBP2_HUMAN	13.391142	10.236025	9.959365	12.088751	13.263126	11.286918	9.510432	11.620411	8.13187	11.972588	10.263728	11.7153635	6.6417403	9.481019	12.351411	7.1627703	NaN	NaN	NaN	NaN	11.42815
sp|Q14847|LASP1_HUMAN	10.514032	10.852472	10.102787	9.908008	11.414408	11.598452	10.640485	11.374484	10.882246	10.35746	10.553205	11.172072	10.275416	10.288709	11.349261	11.821929	9.222247	10.870988	9.871578	11.261511	NaN
sp|Q14894|CRYM_HUMAN	13.671305	14.2796	14.311765	14.348622	13.416563	13.720864	14.516026	14.427545	11.824247	14.32173	13.629485	13.444445	13.992423	14.68351	14.0539665	13.575522	12.679064	14.195565	13.889328	14.490973	16.651392
sp|Q14896|MYPC3_HUMAN	18.048182	18.769865	18.051144	18.885101	18.225782	19.277658	18.274086	18.03917	18.746826	18.473959	17.878902	18.315483	18.28852	18.361458	18.501719	18.812601	19.285646	18.990791	18.998737	18.833271	17.623083
sp|Q14914|PTGR1_HUMAN	11.031584	10.721031	10.739401	10.969407	9.181512	9.349121	10.622879	9.946208	11.073551	11.504688	9.795062	9.698992	10.139471	9.864946	9.5884	10.884462	5.188238	6.370547	7.720072	8.861362	NaN
sp|Q14974|IMB1_HUMAN	12.499077	12.347454	12.772302	13.046028	11.268611	10.153807	12.382751	11.724672	12.189967	12.027994	12.276314	11.6466	11.788937	12.355475	11.485245	11.150433	13.164036	12.666837	13.209367	12.82949	13.61568
sp|Q14BN4|SLMAP_HUMAN	14.817713	15.2737465	14.723091	15.431231	14.9763155	15.598765	14.779925	14.567475	15.035572	15.130537	14.373072	14.764236	14.241532	14.78595	15.343044	15.494206	16.823282	15.479963	15.833977	16.350359	16.9921
sp|Q15008|PSMD6_HUMAN	11.654195	12.035737	11.410629	11.688496	10.904406	10.374552	11.037566	10.425884	11.641017	11.560234	11.167261	11.014052	10.624792	11.238311	10.266567	11.143333	NaN	NaN	NaN	NaN	NaN
sp|Q15019|SEPT2_HUMAN	12.055294	12.4328575	11.804665	12.325119	13.458791	13.155354	12.079397	12.444535	12.545526	12.359526	12.25633	12.831955	12.116031	11.561599	12.96709	13.402636	14.164946	14.923896	13.592476	13.562943	14.199567
sp|Q15046|SYK_HUMAN	8.808382	8.538713	8.020533	8.863445	8.415747	8.950216	7.510344	8.410427	9.142218	8.814871	9.265718	8.957263	9.171729	8.868467	8.965083	9.020993	NaN	NaN	NaN	6.080556	NaN
sp|Q15056|IF4H_HUMAN	12.195835	12.528115	12.622648	12.570818	13.325133	13.608129	11.733416	12.97908	12.3169	12.511145	12.39692	13.003524	12.271908	12.318679	12.766228	12.987911	6.0299387	7.890931	8.482523	8.117537	13.629125
sp|Q15063|POSTN_HUMAN	17.732838	16.452063	16.590801	14.653232	16.26521	15.052152	15.524174	16.864407	14.322372	15.180433	15.416709	14.55637	13.888147	15.482622	15.902306	14.630266	16.027634	18.399784	16.33432	15.252594	15.867078
sp|Q15075|EEA1_HUMAN	11.327235	11.755043	10.906045	11.358133	11.097668	11.294716	10.231267	10.740959	11.30378	10.9307785	10.509663	10.497476	9.999966	11.314461	10.626064	10.725402	12.441321	11.246592	11.05744	12.272443	8.286028
sp|Q15084|PDIA6_HUMAN	14.256811	14.203532	14.115219	13.910925	14.560949	14.951372	13.937578	13.721297	14.553416	14.122013	13.812487	14.171074	13.619922	13.566601	14.522994	14.971496	13.309856	14.20452	14.079971	13.254624	13.54761
sp|Q15118|PDK1_HUMAN	10.725722	10.5210905	10.283238	10.950219	9.670601	10.2095175	11.363014	10.2966	11.005112	10.860048	10.701407	10.345415	9.569516	10.884097	12.713458	10.347664	8.560775	10.307269	8.610384	9.025277	NaN
sp|Q15119|PDK2_HUMAN	13.395542	13.4295435	13.723207	13.054064	14.852796	14.248774	14.119253	13.344988	13.261016	14.254534	13.860599	13.902673	13.616018	13.641801	13.476897	13.050671	6.0288105	11.777494	11.174319	8.193084	14.279747
sp|Q15124|PGM5_HUMAN	14.885626	14.55835	14.637935	14.600771	13.631211	12.750243	14.525821	13.896326	14.301024	14.58153	14.380508	13.333417	13.613527	14.433562	13.943314	13.494963	14.783763	15.368524	15.450775	14.173799	12.435645
sp|Q15149|PLEC_HUMAN	17.05297	16.466385	16.848524	15.687994	17.347385	17.88214	16.71419	16.31643	16.399136	17.113253	16.174534	16.757397	15.980779	16.575003	16.977304	16.511494	18.551039	19.221691	18.51566	18.423	13.463061
sp|Q15185|TEBP_HUMAN	12.9565735	11.12925	11.54494	7.9262266	11.101832	11.879159	12.043187	12.106871	8.675075	7.9154058	12.226986	8.112575	13.590897	7.7684107	8.256035	11.109844	11.735697	4.570898	8.0976925	9.086518	NaN
sp|Q15233|NONO_HUMAN	10.634035	10.941991	10.656626	10.954666	11.4754305	10.496523	10.203353	11.218775	10.744492	11.2096	10.674738	11.004873	10.490597	9.537541	10.482089	11.874425	11.257513	10.8432	6.9057555	10.095466	NaN
sp|Q15286|RAB35_HUMAN	NaN	NaN	NaN	NaN	6.7539153	NaN	NaN	2.6159892	NaN	3.2347353	3.3682036	4.6565437	6.8437386	NaN	NaN	4.107658	NaN	10.507745	9.608638	11.73626	NaN
sp|Q15293|RCN1_HUMAN	NaN	NaN	6.471727	NaN	10.491551	8.505561	8.788266	9.294928	3.2483366	7.1589794	9.304247	9.64444	9.758874	8.127116	4.4086046	6.385167	5.8943624	NaN	NaN	NaN	NaN
sp|Q15327|ANKR1_HUMAN	13.978794	14.395403	13.939366	14.945715	14.833956	13.340765	15.015582	13.773338	12.00989	14.665558	13.027068	14.355954	13.011362	14.104815	14.71609	13.747798	11.192371	14.395029	15.149435	12.322658	16.430439
sp|Q15365|PCBP1_HUMAN	13.375366	13.647433	13.35762	13.923227	13.57792	13.142446	13.384771	13.308649	13.603624	13.391897	13.484135	13.660148	13.488131	13.380291	13.495472	13.862701	12.091474	11.528503	11.678961	12.380335	7.6944327
sp|Q15369|ELOC_HUMAN	14.30692	14.955901	14.6040535	15.207146	15.257502	16.06668	15.356003	14.888123	15.171479	15.122543	14.663055	15.182893	14.89492	14.936599	15.3156395	15.811927	11.996262	12.316152	13.469445	12.958765	13.681584
sp|Q15370|ELOB_HUMAN	10.977708	10.371076	11.74289	10.935092	12.186893	11.436562	11.552882	11.924556	10.564288	11.697468	11.376908	12.003637	11.8825245	11.392818	11.696977	10.479103	9.270138	11.267878	12.546531	12.152912	11.102661
sp|Q15404|RSU1_HUMAN	13.034319	13.174211	13.433183	13.0303135	14.45655	14.9072075	13.272497	13.571598	13.927606	13.348537	13.322381	14.259599	13.075836	12.752054	13.900647	14.580529	8.504854	10.940992	11.619415	12.692662	10.539616
sp|Q15435|PP1R7_HUMAN	10.800733	10.236	11.693384	10.350351	11.471327	9.789159	11.199133	11.163975	11.151835	10.950424	11.490292	10.90166	12.099462	10.931432	10.016423	10.694071	9.165138	8.781574	7.7710633	8.130446	10.557363
sp|Q15436|SC23A_HUMAN	10.61256	9.730365	10.897464	8.663535	10.390701	7.750958	10.936709	9.994533	10.120176	10.7266445	10.903653	9.521325	10.317011	10.482731	8.675192	7.508211	NaN	NaN	10.535178	9.410125	13.485137
sp|Q15582|BGH3_HUMAN	13.051135	12.549064	11.765537	12.399114	13.392211	12.931725	11.933433	12.728247	11.82044	12.516209	12.53848	13.007864	12.00272	11.53985	12.616223	12.343314	11.486738	7.400698	8.931437	5.43848	NaN
sp|Q15599|NHRF2_HUMAN	10.613811	11.015071	10.854308	10.263125	11.195859	11.955736	10.038799	10.89164	10.669669	10.371206	9.728345	10.864247	10.849756	10.398776	11.145563	11.182556	NaN	NaN	NaN	NaN	8.719329
sp|Q15643|TRIPB_HUMAN	4.334651	NaN	7.204979	NaN	NaN	NaN	8.605211	NaN	4.9549356	6.262729	7.356188	5.204276	8.634535	6.313548	NaN	1.0791109	5.350395	7.9798408	8.8857355	8.208351	10.141387
sp|Q15652|JHD2C_HUMAN	14.526618	14.692293	14.443872	15.038685	14.853105	15.203315	14.7644415	14.211641	15.178927	15.123619	14.68487	15.270364	14.941151	14.904087	15.074026	15.146892	14.910136	14.469448	14.984022	15.491578	NaN
sp|Q15691|MARE1_HUMAN	11.177221	10.914056	11.171172	11.307163	11.740528	11.374598	10.942939	11.528619	11.075444	11.480257	11.08966	12.00431	11.181755	11.270796	12.053875	11.251968	NaN	NaN	NaN	9.438313	13.959442
sp|Q15717|ELAV1_HUMAN	8.921296	9.161206	8.776044	7.9296927	9.770559	10.052934	8.807844	9.307881	9.45882	8.989328	8.575833	9.466311	8.373363	8.278647	8.673221	10.0762825	16.303238	14.121487	13.9683	14.849738	NaN
sp|Q15772|SPEG_HUMAN	10.319146	10.500401	10.492794	10.00894	10.706803	9.306563	10.765674	9.98813	9.826216	10.53763	11.35397	10.612473	11.015536	10.3911	8.834072	7.841207	NaN	6.6759233	8.44021	8.454231	NaN
sp|Q15843|NEDD8_HUMAN	13.235468	15.20822	13.480758	13.7635765	13.535529	12.959503	12.940337	13.245183	14.389072	12.778339	13.163422	13.652399	13.483091	13.00999	14.998116	15.501518	11.8839245	NaN	7.9124336	8.717165	11.751821
sp|Q15847|ADIRF_HUMAN	9.811841	9.4145565	9.546607	9.721569	12.722749	9.800354	12.225921	10.455273	9.0318365	9.484873	10.405187	11.596704	10.943788	9.639947	9.785072	9.791079	12.520121	13.050433	13.658102	14.442866	9.16255
sp|Q15848|ADIPO_HUMAN	12.107783	10.720875	11.586315	11.062724	12.431426	10.944385	12.636994	13.28654	11.3372755	11.992847	12.754743	12.232757	12.240944	11.367461	10.159443	11.463258	11.377455	9.983969	6.5650477	12.140421	11.419756
sp|Q15907|RB11B_HUMAN	12.713335	12.586005	12.854656	12.642316	12.212119	11.795559	12.505712	12.512392	12.49187	12.488802	12.640591	12.960839	12.746623	12.768587	11.805542	12.007488	9.7072735	10.344865	10.304795	11.272513	14.691581
sp|Q15942|ZYX_HUMAN	13.000496	13.143197	12.979375	13.687007	13.557779	14.115726	12.97539	13.395201	13.724748	13.956167	13.6209345	14.422007	13.8720045	13.426115	13.949688	14.113656	NaN	10.341001	7.014433	5.2138586	NaN
sp|Q16082|HSPB2_HUMAN	14.126175	14.371536	15.16735	14.57084	14.931362	15.559838	15.524267	14.656205	14.630487	15.056911	15.145907	14.593056	15.339499	14.579615	14.509887	15.140931	14.154441	15.48655	15.211841	14.571814	15.064498
sp|Q16134|ETFD_HUMAN	14.775662	14.459773	14.5656805	14.570564	14.465491	15.042704	15.521956	15.299476	14.629992	15.301491	14.435851	14.657022	15.334718	15.714832	14.489905	14.18957	16.497309	15.861112	15.514209	16.438839	13.506929
sp|Q16181|SEPT7_HUMAN	12.225911	13.165054	12.667583	12.719796	13.453752	14.239417	13.020004	12.79438	12.699666	13.134714	13.07272	13.438176	12.850014	12.688915	13.402603	13.744274	11.314856	10.588676	11.327018	11.586231	NaN
sp|Q16186|ADRM1_HUMAN	10.085648	10.434524	10.039311	10.524237	10.526529	11.030434	9.650613	9.728605	10.333788	10.316235	9.26093	10.383485	9.438465	9.045935	10.011115	11.238249	8.038582	-0.8924737	10.680737	7.12356	NaN
